hg38_dna	20988	23987	-3.263256977830046,-19.48169693734403,0.7026469778619495
hg38_dna	23988	26982	-2.0187344720818468,-21.246602943554063,0.7118068864519982
hg38_dna	26983	29982	-1.8024366631623905,-19.98710716966514,2.432522809610651
hg38_dna	29983	32985	-2.7302424929123346,-18.78312467874997,2.7106025407192433
hg38_dna	32986	35985	-0.03290124462950361,-19.94149811996236,1.0685054630417867
hg38_dna	35986	38987	-2.3207181779781205,-20.442224112807946,2.112175448830443
hg38_dna	38988	41987	-3.6780379812087256,-21.388320635557594,1.0479763330687812
hg38_dna	41988	44987	-1.9349907902629326,-19.020503082180223,1.8648344081600907
hg38_dna	44988	47987	-2.4208249430365276,-20.127329436699974,2.759970027854796
hg38_dna	47988	50987	-1.5031271847859171,-19.519263840722683,1.947987025131883
hg38_dna	50988	53984	-0.9752465057639539,-21.761200243417864,1.7482028685970838
hg38_dna	53985	56984	-0.723925451296658,-21.488568345917923,2.610452276077631
hg38_dna	56985	59984	-0.4012322355968907,-19.02861877940834,1.6247089105554977
hg38_dna	59985	62984	0.028246760661265302,-20.007392766367058,2.5763754872365
hg38_dna	62985	65984	-3.5090913685669234,-19.689636379956536,2.369232485691098
hg38_dna	65985	68984	-2.7739288805159843,-20.54865132024882,2.921258186294924
hg38_dna	68985	71984	-1.3560685328324604,-19.769098083073352,2.461600441017823
hg38_dna	71985	74988	-2.557512144076241,-19.37377974432085,1.119165435468324
hg38_dna	74989	77988	-3.1453509041722687,-19.972471847847384,1.8274914070087693
hg38_dna	77989	80988	-3.5388626487773873,-21.012762056119936,2.6378685985939683
hg38_dna	80989	83988	-1.313693724542329,-20.782934779377168,1.6375534723894278
hg38_dna	83989	86988	-2.9950949984486313,-19.038781689185065,0.7881743727522565
hg38_dna	86989	89987	-3.1124047946934326,-20.368514678555645,2.7315800560698373
hg38_dna	89988	92987	-1.4277096799176143,-19.2367475008245,1.460449989062501
hg38_dna	92988	95987	-1.1820481523710578,-19.944711734874904,1.2817330074568134
hg38_dna	95988	98992	-1.7150838690585821,-20.894700026969325,2.768973198311337
hg38_dna	98993	101992	-2.055185405341578,-20.571176044454607,0.34113801013183487
