hg38_dna	20988	23987	-2.1810528268405256,-20.257605340946082,2.3969609885466183
hg38_dna	23988	26982	-2.885356605229545,-21.15425889008178,1.451845037684278
hg38_dna	26983	29982	-2.1378992666598142,-18.392042196392442,1.530598334312728
hg38_dna	29983	32985	-1.6604411213550752,-21.121793798224733,2.4591721470195442
hg38_dna	32986	35985	-2.1266340781585753,-19.948310494563067,1.5219071822199708
hg38_dna	35986	38987	-3.04609372779995,-19.0365745804421,1.2966214707005286
hg38_dna	38988	41987	-2.213668077918216,-20.19439277517236,1.6712918634913938
hg38_dna	41988	44987	-3.104142267843275,-19.128590277172183,2.6653604590185096
hg38_dna	44988	47987	-1.8335928478232926,-20.740621844665952,2.4386184452520046
hg38_dna	47988	50987	-3.2864477957379354,-21.351085948536273,1.4274592716469208
hg38_dna	50988	53984	-1.5730101258815226,-20.752002474754338,0.5790676934764984
hg38_dna	53985	56984	-4.2789981401445445,-20.136237471713347,1.449516386237815
hg38_dna	56985	59984	-1.9223242030368577,-19.181992678070305,3.549545696657434
hg38_dna	59985	62984	-3.3327135878757783,-21.03833809007693,2.0655337241018055
hg38_dna	62985	65984	-2.6586218770436996,-20.060772762559747,2.3526161741421387
hg38_dna	65985	68984	-2.4708502370556946,-22.06483180268162,1.6538185619132124
hg38_dna	68985	71984	-2.5860017195092877,-19.547210991258577,3.1763891492853222
hg38_dna	71985	74988	-1.8033469673246314,-20.92162499393961,2.317695737118692
hg38_dna	74989	77988	-1.1222581636006146,-20.781598534997265,3.1757348995407684
hg38_dna	77989	80988	0.31050576656800377,-20.79543168726672,1.1639966354728677
hg38_dna	80989	83988	-2.4614560452245375,-20.842961274687326,-0.1268806176775188
hg38_dna	83989	86988	-1.2500829998012448,-20.113841738881213,1.4549834573327354
hg38_dna	86989	89987	-2.0413057709144202,-20.94460556019177,2.2445907788464887
hg38_dna	89988	92987	-1.1814504247150244,-20.972193653360478,2.979966611686719
hg38_dna	92988	95987	-1.8889618110476407,-20.40913233018443,1.9980928337298836
hg38_dna	95988	98992	-1.6905001534269641,-19.298923565055677,1.4090424548516687
hg38_dna	98993	101992	-2.539646577977174,-18.3621984415935,2.7493152838534654
