hg38_dna	20988	23987	1.5627142037187594,19.379337700064085,0.8587076039053056
hg38_dna	23988	26982	0.6138746870659286,19.899604210419543,1.8323942179932722
hg38_dna	26983	29982	1.2989490370021524,19.147557141776673,1.9639926616026127
hg38_dna	29983	32985	1.9572934894151885,20.804576482751475,1.602684687982094
hg38_dna	32986	35985	2.0217541220289426,19.436218332824833,3.7720022525620664
hg38_dna	35986	38987	1.0771709515307593,19.469561339201135,1.5600222557191803
hg38_dna	38988	41987	2.055993924037431,19.075501361862855,2.6919762770711415
hg38_dna	41988	44987	1.8392810923449991,21.684288512579972,1.5085363522826951
hg38_dna	44988	47987	2.4292047203016764,18.824925979446704,1.7932905511570805
hg38_dna	47988	50987	1.2839621447787462,19.41524984305152,1.6629948776020682
hg38_dna	50988	53984	1.4015184857439125,19.149276619072666,1.4080579341876909
hg38_dna	53985	56984	2.4942185030389514,19.302052661118253,1.6640274036024068
hg38_dna	56985	59984	2.133816627880194,20.71278249190028,1.2395080924877704
hg38_dna	59985	62984	0.7822728107637524,20.215361870141486,1.8806278097957576
hg38_dna	62985	65984	1.102591315799462,19.581117195742895,1.7720939294224616
hg38_dna	65985	68984	3.016147113422279,19.782885304450417,0.15557288577469852
hg38_dna	68985	71984	2.4648765249516593,20.889718316753793,1.6909074680836276
hg38_dna	71985	74988	2.901707565374339,19.473198119693247,1.075186678933491
hg38_dna	74989	77988	3.0245467905433774,19.13353287576965,2.881256395057772
hg38_dna	77989	80988	1.3153858427170877,20.277735482134897,2.4988276883673586
hg38_dna	80989	83988	1.7292725313262782,18.669446614677287,2.9143848780334305
hg38_dna	83989	86988	2.9924081221298833,20.034221233279908,1.2988118605374441
hg38_dna	86989	89987	1.5970528366580654,19.135255614218778,2.1784924676850674
hg38_dna	89988	92987	1.8623870958357038,20.820535801986896,0.7941931494856123
hg38_dna	92988	95987	2.4941876485091052,19.012088918450914,2.153695970391687
hg38_dna	95988	98992	0.6079032265943125,19.617297581110048,1.7168354837861692
hg38_dna	98993	101992	2.9729898424508416,17.722662344559897,2.41093332784082
