hg38_dna	20988	23987	-0.33289963601586625,-20.446125752061363,0.4169153828215726
hg38_dna	23988	26982	-1.165524157217952,-19.85855609084225,3.160463415796428
hg38_dna	26983	29982	-2.9187918024026125,-20.524588464344262,3.7707131027574228
hg38_dna	29983	32985	-0.7865124161994501,-19.455637688786123,3.415651676887556
hg38_dna	32986	35985	-2.5433852453803834,-21.714903516151857,1.0574712155718138
hg38_dna	35986	38987	-2.4142764811939146,-19.99551173091559,3.0369294858568754
hg38_dna	38988	41987	-2.821280429356115,-19.80350214557979,0.33221382649100195
hg38_dna	41988	44987	-3.2348747435781133,-19.74483685568661,1.2541226555800735
hg38_dna	44988	47987	-0.6024471548198047,-21.03464010522174,1.2478556694696716
hg38_dna	47988	50987	0.06015552449097372,-19.0926822063153,1.1520092985264834
hg38_dna	50988	53984	-1.5876008320498887,-17.06071816660118,2.164945854739492
hg38_dna	53985	56984	-1.141418739063035,-19.314470046406527,1.7097488306287991
hg38_dna	56985	59984	-1.1721351675091842,-20.172913431887842,2.713321663367645
hg38_dna	59985	62984	-1.8315217957979875,-20.07087882512266,2.7983268727108097
hg38_dna	62985	65984	-2.311520108625629,-19.533939417652732,1.8043523512574198
hg38_dna	65985	68984	-2.951878698179609,-19.742903870695287,1.8487988952202983
hg38_dna	68985	71984	-3.444154516692499,-20.915089927967102,2.8750864284615076
hg38_dna	71985	74988	-2.023077436148417,-20.688638952734173,0.5527028022033202
hg38_dna	74989	77988	-1.8965953896589638,-21.010248427954675,1.5896396173625271
hg38_dna	77989	80988	-2.8375780306069784,-19.886375290845795,0.8762624030261248
hg38_dna	80989	83988	-1.3092683438234771,-18.89661913051822,1.5619401578897119
hg38_dna	83989	86988	-3.537493321443264,-20.399971878220192,1.964132244407387
hg38_dna	86989	89987	-2.603029116151456,-22.247200066144092,2.3336024494491987
hg38_dna	89988	92987	-2.634440639588597,-19.778052339031834,1.1967688989551961
hg38_dna	92988	95987	0.49610100368059173,-21.782558675496517,4.470519083116068
hg38_dna	95988	98992	-1.4514536516400223,-20.205422380688216,1.2691244574270737
hg38_dna	98993	101992	-3.219138419994417,-19.145544239032642,0.6627966299775663
