hg38_dna	20988	23987	2.706625269708906,21.311420266357832,2.1638983704708825
hg38_dna	23988	26982	1.618631322249757,20.435899272875986,1.921090084243134
hg38_dna	26983	29982	1.3935555814069542,20.219562489468448,2.053630315488365
hg38_dna	29983	32985	1.2295250103502113,20.227368264121704,3.0650970036870007
hg38_dna	32986	35985	0.1256262959091432,19.9279721462775,2.1794051801134557
hg38_dna	35986	38987	3.24921432081304,22.224901599693773,2.505503095672485
hg38_dna	38988	41987	1.3804339414147826,20.593655524336274,1.850419596286507
hg38_dna	41988	44987	2.0577638529674784,19.652124923131762,2.4851023058299426
hg38_dna	44988	47987	3.0792163428141945,21.130250685619593,3.027457337004993
hg38_dna	47988	50987	2.5518456780486467,20.315475549711323,1.8730719893525636
hg38_dna	50988	53984	1.8330452540298892,20.873239770001515,0.2972011149676024
hg38_dna	53985	56984	3.2349583591641453,21.522293460781565,2.2149479765389546
hg38_dna	56985	59984	1.507494294022562,18.9046043131026,1.6149597226920718
hg38_dna	59985	62984	2.286408913235916,22.322080876830295,0.691332444871626
hg38_dna	62985	65984	1.5970493520685893,18.63653795664354,1.7891016524070726
hg38_dna	65985	68984	1.453239233347056,21.4927498535311,-0.3737477419683297
hg38_dna	68985	71984	0.8760486120842921,20.508247072006693,0.06383980949154155
hg38_dna	71985	74988	0.7142632104771831,19.891655567797674,1.1402038782820636
hg38_dna	74989	77988	0.702193239234254,20.750766732824516,1.6388866136649711
hg38_dna	77989	80988	1.0942064800167701,21.41776814424197,2.561913940196468
hg38_dna	80989	83988	1.3359308095545295,19.909634109134586,1.965536709635091
hg38_dna	83989	86988	1.4007608217591883,18.813007937888187,3.7973397396716315
hg38_dna	86989	89987	2.1640143344661014,20.425248476336304,0.46301300835276615
hg38_dna	89988	92987	1.036423986367478,18.644337084050072,2.708915561712195
hg38_dna	92988	95987	2.579128254651672,18.618921880888323,2.332629067777205
hg38_dna	95988	98992	1.143367428024788,20.464438481961814,1.4182415564007782
hg38_dna	98993	101992	1.4967311048134775,20.39881896560815,0.992480161022425
