hg38_dna	20988	23987	1.1581546338768791,19.318852197576835,2.960593787953656
hg38_dna	23988	26982	2.7482697184044333,17.252280739029963,0.8600605400006396
hg38_dna	26983	29982	2.14807955384233,21.049725180131723,2.484198907892324
hg38_dna	29983	32985	2.164566583066926,18.662742584935966,2.9310948807564414
hg38_dna	32986	35985	1.060488263172446,19.416107567427513,2.90395893171678
hg38_dna	35986	38987	1.9519199644072633,19.78927568434678,2.17637058125901
hg38_dna	38988	41987	2.6058055954808657,18.514370633235348,2.035153507218597
hg38_dna	41988	44987	1.3632140018134997,18.9786020664063,0.9681790570917552
hg38_dna	44988	47987	2.32247915335403,20.102060697685438,2.2465478150881664
hg38_dna	47988	50987	2.9982496957416647,20.243336729649187,2.1104191283586595
hg38_dna	50988	53984	3.5111601162060158,20.560821938575266,1.1119267563399562
hg38_dna	53985	56984	3.030694940562155,20.420810782704606,1.7096849170994548
hg38_dna	56985	59984	1.5684596105908033,20.29873718370665,1.0600863890228056
hg38_dna	59985	62984	1.188141974161212,19.163370256163226,2.988563243588277
hg38_dna	62985	65984	2.732067266590895,20.981050666558893,0.727844237819953
hg38_dna	65985	68984	1.2808996712071572,19.197440286825593,2.7497974260448714
hg38_dna	68985	71984	-0.4507454679184617,19.309734386554215,1.393801861617667
hg38_dna	71985	74988	-0.5256149475955136,20.25022716956337,2.82912000135242
hg38_dna	74989	77988	2.1156357268962185,19.27911096432883,0.7342517788889737
hg38_dna	77989	80988	2.5858979685433985,19.85369484069739,1.0617226918004563
hg38_dna	80989	83988	1.1237899823870743,20.446685174114876,1.6650596502696897
hg38_dna	83989	86988	1.7158139550287643,20.476529677724162,1.777287504991162
hg38_dna	86989	89987	2.3831480617999876,20.427496574669348,1.292004844924199
hg38_dna	89988	92987	1.5377276878108415,20.275722362975177,2.797587313184541
hg38_dna	92988	95987	1.0572564221754246,20.325019195121033,2.4402932572775318
hg38_dna	95988	98992	1.8725242449446244,18.26107591623804,2.370190317005764
hg38_dna	98993	101992	3.389773004258787,20.519811959624402,1.220071004374625
