hg38_dna	20988	23987	0.43727108839895834,19.819849741998876,2.2788500745281213
hg38_dna	23988	26982	1.563032568064318,19.966006379488135,4.053576522389887
hg38_dna	26983	29982	1.042832967433093,19.341930323799232,1.7613649895872494
hg38_dna	29983	32985	2.2641304194679286,18.867689068752245,1.3672494607082837
hg38_dna	32986	35985	3.301599265825816,19.04655136582632,1.0498213212837428
hg38_dna	35986	38987	1.4201617130935824,20.735980336160583,2.3009738378178266
hg38_dna	38988	41987	0.4422851561745649,19.031120276339593,0.4596619336643155
hg38_dna	41988	44987	4.343230735653469,21.394366304131797,4.666377539537466
hg38_dna	44988	47987	3.2378589410172434,20.317675882331844,1.7420781606861275
hg38_dna	47988	50987	2.0288519025893472,21.95081576335357,0.3604423594739894
hg38_dna	50988	53984	2.413576535146974,20.675044406419467,1.6620253875604303
hg38_dna	53985	56984	2.7576223330163057,18.921011095031258,1.7554966575043935
hg38_dna	56985	59984	0.8079988270614749,21.834460283883487,1.7963040340326415
hg38_dna	59985	62984	3.456259824291406,21.171899573607583,1.9069215869224194
hg38_dna	62985	65984	0.1604801954368229,20.069799125646814,1.896418380408149
hg38_dna	65985	68984	0.7823404700700258,20.181860635170548,0.541454032889974
hg38_dna	68985	71984	2.0054507307049203,20.47886468164249,3.5893641865311974
hg38_dna	71985	74988	0.5342025272435416,19.457340501397905,1.2443385500617672
hg38_dna	74989	77988	1.6386490597386587,19.518385359478724,2.975879434673111
hg38_dna	77989	80988	2.6157713772413818,20.811202569167534,1.1373745222992282
hg38_dna	80989	83988	1.857091178216129,19.557423707459055,2.392416369793835
hg38_dna	83989	86988	2.8174761493994955,19.585035454958003,3.1270087132508673
hg38_dna	86989	89987	3.397834181842962,19.19387605452029,2.1923862285403564
hg38_dna	89988	92987	3.693944463076818,19.835420405104806,1.4749946449692375
hg38_dna	92988	95987	2.6731848662634845,19.090383464958595,1.897300209943983
hg38_dna	95988	98992	2.501933029977601,20.494631589098717,2.8096531961960376
hg38_dna	98993	101992	3.166436517223716,20.31941971580146,0.9024488610009835
