hg38_dna	20988	23987	-1.4876759733426086,-21.044405153590283,1.2796150463950426
hg38_dna	23988	26982	-1.1363714621842838,-19.9667618829934,2.5752972504166523
hg38_dna	26983	29982	-4.406949878221225,-20.044549193206763,1.2421228381912688
hg38_dna	29983	32985	-3.335107867632316,-20.95359079087748,3.905731683340461
hg38_dna	32986	35985	-1.6523386246795768,-19.805395868649,1.6132891909453595
hg38_dna	35986	38987	-3.1734325041895968,-19.179995328008324,3.1843840830402335
hg38_dna	38988	41987	-1.7745084688336488,-18.227609195993956,1.7498330488937452
hg38_dna	41988	44987	-2.4598042177844452,-19.82333792428273,2.442134025027287
hg38_dna	44988	47987	-0.4132433997221132,-20.330951947955523,3.4437682064637185
hg38_dna	47988	50987	-2.222099567484348,-21.164046806132852,3.019396859023128
hg38_dna	50988	53984	-2.434123878486708,-20.485147648826512,0.7928302568835568
hg38_dna	53985	56984	-0.5013099935155894,-21.642830675548876,3.4985097269304815
hg38_dna	56985	59984	-1.9107800210272583,-19.40475517414463,1.7332496909376478
hg38_dna	59985	62984	-1.9343453739394998,-19.898985095964026,0.9566160413611244
hg38_dna	62985	65984	-2.3069521992539332,-18.691496027098616,2.225429954372898
hg38_dna	65985	68984	-3.417608096529663,-20.503678549338794,0.9984661946664046
hg38_dna	68985	71984	-3.1666039589953114,-20.095295967271944,2.833406189946496
hg38_dna	71985	74988	-3.375816338487127,-20.17213624650589,2.2310157055104303
hg38_dna	74989	77988	-1.970508625755104,-20.949905471242246,2.7495568114664173
hg38_dna	77989	80988	-2.5964560588429424,-21.000128903107452,1.5304481128066763
hg38_dna	80989	83988	-1.7174486597229834,-20.05598024339056,3.3683914379463147
hg38_dna	83989	86988	-2.1595025445503775,-21.323219219696774,0.6863052178492601
hg38_dna	86989	89987	-1.9109787656226267,-19.096816306991457,2.238642568726434
hg38_dna	89988	92987	-0.6974298308840194,-19.513956715462008,2.5211046439087337
hg38_dna	92988	95987	-4.731116004215393,-16.952033760862605,3.075164543492223
hg38_dna	95988	98992	-2.544367065595081,-19.643604362283156,0.3609036682869995
hg38_dna	98993	101992	-1.3099720929297853,-21.285223262760912,1.4374659836671426
