hg38_dna	20988	23987	-0.3963878852878515,-19.78659545482163,1.115962659693762
hg38_dna	23988	26982	-3.303626939111177,-20.466100237649453,0.8142592107168396
hg38_dna	26983	29982	-2.1258486681354105,-19.899295763308306,3.0073920960677363
hg38_dna	29983	32985	-0.4974945668906383,-20.158295980895,1.24193420559738
hg38_dna	32986	35985	-2.465619242523035,-20.025786556641457,2.9497242199950806
hg38_dna	35986	38987	-2.3073593713648783,-22.604246659274942,3.0615587787419978
hg38_dna	38988	41987	-3.0134410110982097,-20.217422125432638,1.2803441139390845
hg38_dna	41988	44987	-2.706261415530985,-20.409376811742884,1.208712653949152
hg38_dna	44988	47987	-3.5208334799641863,-19.068945235651718,2.324699943061309
hg38_dna	47988	50987	-1.5685118547048842,-19.57361174879174,2.320168567993591
hg38_dna	50988	53984	-1.6211127260400318,-20.177089757391027,2.795154230185376
hg38_dna	53985	56984	-1.383047361085644,-19.265577120383632,1.7415432880475854
hg38_dna	56985	59984	-2.0479964833703637,-21.353391576997872,1.6215453997385705
hg38_dna	59985	62984	-0.2803931361756784,-18.311116514343365,3.0256350813007007
hg38_dna	62985	65984	-0.5167573854064835,-19.043460787040082,1.6095070611966849
hg38_dna	65985	68984	-3.267854825014478,-19.81366291683739,1.1777796880937852
hg38_dna	68985	71984	-3.845638627584891,-20.22381695873501,3.780672668590154
hg38_dna	71985	74988	-1.7032737839831418,-19.39524540717605,0.631445946617716
hg38_dna	74989	77988	-0.2271110053697467,-18.94150573156968,1.3288020641703149
hg38_dna	77989	80988	-1.830640930126233,-18.295187799685984,1.7699250978225147
hg38_dna	80989	83988	-1.0492718860371397,-21.022189598885724,1.4993176629126608
hg38_dna	83989	86988	-2.482715754094365,-17.69339324094102,2.7954698602570813
hg38_dna	86989	89987	-2.872870727212754,-20.371518267015876,0.22507549590815024
hg38_dna	89988	92987	-2.5994420787485835,-19.360018721444895,2.235740706710024
hg38_dna	92988	95987	-1.9068050256142102,-19.474564718610885,2.959061158025429
hg38_dna	95988	98992	-4.176914828389815,-17.886707810630643,3.572876500884937
hg38_dna	98993	101992	-0.5509604975851274,-20.081855438203412,1.5377578825447793
