hg38_dna	20988	23987	1.3594958054606237,19.941981533582897,1.8635919379724273
hg38_dna	23988	26982	0.3232176231542454,19.204080084788636,1.3185713314198626
hg38_dna	26983	29982	2.0592711773355945,20.255997987449902,2.74467270209971
hg38_dna	29983	32985	2.537911963104863,19.277816977684058,1.4250672499586023
hg38_dna	32986	35985	1.2287164933819792,20.97943400358227,0.042461310016848275
hg38_dna	35986	38987	1.8644332580552498,19.48101183234446,1.2860673762237909
hg38_dna	38988	41987	0.10031992186731276,19.59783236477945,2.7929289528619714
hg38_dna	41988	44987	0.9155335711094257,19.66636582396329,1.29596996730095
hg38_dna	44988	47987	2.5752551312069514,19.57449648463634,2.1119947064439994
hg38_dna	47988	50987	2.285526921800135,19.78930254510428,3.5893375191220667
hg38_dna	50988	53984	3.182108794170892,19.14837846755448,1.7652421220597871
hg38_dna	53985	56984	1.3942607846482447,21.177842974053178,1.8033610088460872
hg38_dna	56985	59984	1.1132109397480754,20.888389984144798,1.504061091198559
hg38_dna	59985	62984	2.405513037191722,21.934721279850546,1.1754780473666169
hg38_dna	62985	65984	2.051529436178788,18.55899919748184,3.160377506539332
hg38_dna	65985	68984	1.1419189563094394,18.610555137767896,1.798841481517323
hg38_dna	68985	71984	1.1100374588385113,19.588483535195902,0.6951916537717377
hg38_dna	71985	74988	2.0812850059885606,21.199361967250212,3.1723869668548677
hg38_dna	74989	77988	2.4695066840728495,19.007647756273343,0.22237672487379023
hg38_dna	77989	80988	1.3184423193697592,19.155377674982628,1.7416190852299545
hg38_dna	80989	83988	1.8980136236963348,19.526516035393087,2.1103686960928116
hg38_dna	83989	86988	2.44178661499083,19.96343650418212,1.8691198353073961
hg38_dna	86989	89987	3.7528938202543323,19.8530764697188,3.2251231789480883
hg38_dna	89988	92987	1.3899806751195385,18.999142324293484,3.8686298677329196
hg38_dna	92988	95987	2.449983259819083,20.44755084492418,3.5568554624390107
hg38_dna	95988	98992	2.090310505081369,21.626263968740005,2.231649663760745
hg38_dna	98993	101992	1.7288772327774427,18.487216451797252,1.7449539894597594
