hg38_dna	20988	23987	-2.337420869403095,-18.665335003665383,2.50393358277847
hg38_dna	23988	26982	-2.2418722991321727,-20.23701922276511,0.7666149124520725
hg38_dna	26983	29982	-1.8808257617185768,-19.451182077773108,1.8639707416381124
hg38_dna	29983	32985	-1.9696205098732027,-20.309173509975608,3.3123296802230673
hg38_dna	32986	35985	-3.0364775135148294,-19.684869152199155,1.6544443023788777
hg38_dna	35986	38987	-1.3262237687559595,-18.924806522384046,3.648768749537639
hg38_dna	38988	41987	-3.816162455917655,-20.105522667550535,2.3844571579772564
hg38_dna	41988	44987	-1.65340809522647,-20.559158538142196,3.9047922116480747
hg38_dna	44988	47987	-1.7439753993729599,-18.827686445454933,1.860243567650169
hg38_dna	47988	50987	-2.4927468749122648,-19.365950045485224,2.522464440298187
hg38_dna	50988	53984	-1.9793077262899972,-20.49055650429815,0.3518018524386748
hg38_dna	53985	56984	-2.2026252699174744,-20.626733645812692,2.0228308065351532
hg38_dna	56985	59984	-2.8269590229269856,-19.589857517675455,1.3127200367575258
hg38_dna	59985	62984	-0.6989305515687034,-19.21707881923189,2.738599365633152
hg38_dna	62985	65984	-2.337202180738416,-19.81973351015292,3.143043808173357
hg38_dna	65985	68984	-1.1243762030292892,-20.41254830586577,1.7907249561579166
hg38_dna	68985	71984	-2.9682044699616195,-20.50996136675016,2.396034075939357
hg38_dna	71985	74988	-1.0406385656541937,-21.227562845898337,1.6086355180035874
hg38_dna	74989	77988	-1.4866975401872011,-20.19812917969829,1.1367358153681049
hg38_dna	77989	80988	-1.6590538472840983,-20.605678522460988,2.2400064882417663
hg38_dna	80989	83988	-3.389830922831918,-19.51901392202494,0.6862591014964081
hg38_dna	83989	86988	-2.0039847791262635,-20.6355195191119,2.3046889790999483
hg38_dna	86989	89987	-1.3314139771298659,-20.930700202904983,2.3649403861282132
hg38_dna	89988	92987	-1.4947235905948588,-19.385486424261273,0.5592585089751299
hg38_dna	92988	95987	-2.2936993246346677,-19.716717441907235,1.2581315832583437
hg38_dna	95988	98992	-2.927401709788099,-19.461485449415125,2.702403414343347
hg38_dna	98993	101992	-0.011207939107976683,-20.47828088810982,3.087737989608542
