chr3	49352623	49352956	-0.0629	0.25396825396825395	0.9296515450361605
chr3	49352956	49353290	-0.0584	0.3333333333333333	0.9296515450361605
chr3	49353290	49353624	-0.0282	0.40476190476190477	0.9308755760368662
chr3	49353624	49353957	0.0585	0.5079365079365079	0.9544481358434845
chr3	49353957	49354290	0.063	0.373015873015873	0.9296515450361605
chr3	49354290	49354623	0.0399	0.6746031746031746	0.976596928079408
chr3	49354623	49354956	-0.0137	0.8095238095238095	0.976596928079408
chr3	49354956	49355289	-0.0445	0.36507936507936506	0.9296515450361605
chr3	49355289	49355622	-0.0662	0.3492063492063492	0.9296515450361605
chr3	49364623	49364932	-0.1194	0.4365079365079365	0.9330645838582347
chr3	49364932	49365242	-0.1024	0.3253968253968254	0.9296515450361605
chr3	49365242	49365551	-0.091	0.3888888888888889	0.9296515450361605
chr3	49365551	49365860	-0.0951	0.3253968253968254	0.9296515450361605
chr3	49365860	49366169	-0.0874	0.23809523809523808	0.9160997732426304
chr3	49361623	49361956	0.04	0.3253968253968254	0.9296515450361605
chr3	49361956	49362290	-0.07	0.23809523809523808	0.9160997732426304
chr3	49362290	49362624	0.0	1.0	1.0
chr3	49362624	49362957	0.0548	0.19047619047619047	0.8868625464370146
chr3	49362957	49363290	-0.0614	0.1746031746031746	0.8868625464370146
chr3	49363290	49363623	-0.068	0.1349206349206349	0.8258778258778258
chr3	49363623	49363956	-0.1008	0.10317460317460317	0.8258778258778258
chr3	49363956	49364289	-0.0798	0.047619047619047616	0.5343915343915343
chr3	49364289	49364622	-0.0895	0.06349206349206349	0.6107331821617535
chr3	49358623	49358956	-0.006	0.40476190476190477	0.9308755760368662
chr3	49358956	49359290	-0.0037	0.5	0.9483568075117371
chr3	49359290	49359624	-0.0255	0.29365079365079366	0.9296515450361605
chr3	49359624	49359957	-0.0224	0.2857142857142857	0.9296515450361605
chr3	49359957	49360290	-0.0179	0.3333333333333333	0.9296515450361605
chr3	49360290	49360623	-0.0111	0.373015873015873	0.9296515450361605
chr3	49360623	49360956	-0.0134	0.3333333333333333	0.9296515450361605
chr3	49360956	49361289	-0.0154	0.30952380952380953	0.9296515450361605
chr3	49361289	49361622	-0.0149	0.30158730158730157	0.9296515450361605
chr3	49355623	49355956	-0.1448	0.031746031746031744	0.513015873015873
chr3	49355956	49356290	-0.1122	0.007936507936507936	0.513015873015873
chr3	49356290	49356624	-0.2041	0.06349206349206349	0.6107331821617535
chr3	49356624	49356957	-0.1406	0.007936507936507936	0.513015873015873
chr3	49356957	49357290	0.0018	1.0	1.0
chr3	49357290	49357623	0.0198	0.30158730158730157	0.9296515450361605
chr3	49357623	49357956	0.0383	0.46825396825396826	0.9483568075117371
chr3	49357956	49358289	0.0189	0.5	0.9483568075117371
chr3	49358289	49358622	0.0251	0.3968253968253968	0.9308755760368662
chr5	58382389	58382722	0.0667	NaN	NaN
chr5	58382722	58383056	0.0192	NaN	NaN
chr5	58383390	58383723	0.0642	NaN	NaN
chr5	58383723	58384056	0.0863	NaN	NaN
chr5	58384056	58384389	0.0873	NaN	NaN
chr5	58384389	58384722	0.0824	NaN	NaN
chr5	58384722	58385055	0.0511	NaN	NaN
chr5	58385055	58385388	0.0913	NaN	NaN
chr5	58385389	58385722	0.3794	NaN	NaN
chr5	58385722	58386056	0.4168	NaN	NaN
chr5	58386056	58386390	0.2753	NaN	NaN
chr5	58386390	58386723	0.0593	NaN	NaN
chr5	58386723	58387056	0.1628	NaN	NaN
chr5	58387056	58387389	0.147	NaN	NaN
chr5	58387389	58387722	0.1215	NaN	NaN
chr5	58387722	58388055	0.0979	NaN	NaN
chr5	58388055	58388388	0.052	NaN	NaN
chr5	58388389	58388722	-0.5142	NaN	NaN
chr5	58388722	58389056	-0.5077	NaN	NaN
chr5	58389056	58389390	-0.4874	NaN	NaN
chr5	58389390	58389723	-0.3539	NaN	NaN
chr5	58389723	58390056	-0.3249	NaN	NaN
chr5	58390056	58390389	-0.358	NaN	NaN
chr5	58390389	58390722	-0.4368	NaN	NaN
chr5	58390722	58391055	-0.36	NaN	NaN
chr5	58391055	58391388	-0.3182	NaN	NaN
chr5	58391722	58392056	-0.2019	NaN	NaN
chr5	58392056	58392390	-0.2086	NaN	NaN
chr5	58392390	58392723	-0.2176	NaN	NaN
chr5	58392723	58393056	-0.2047	NaN	NaN
chr5	58393056	58393389	-0.2084	NaN	NaN
chr5	58393722	58394055	-0.2007	NaN	NaN
chr5	58394055	58394388	-0.2149	NaN	NaN
chr7	140781214	140781547	0.0528	0.7857142857142857	0.976596928079408
chr7	140781547	140781881	0.149	0.24603174603174602	0.9203409758965314
chr7	140782215	140782548	0.0661	0.47619047619047616	0.9483568075117371
chr7	140782548	140782881	0.061	0.5873015873015873	0.976596928079408
chr7	140782881	140783214	0.0554	0.5238095238095238	0.9662970210915416
chr7	140783547	140783880	0.0433	0.8492063492063492	0.976596928079408
chr7	140784214	140784547	-0.0018	0.9841269841269841	0.998963069314828
chr7	140784547	140784880	-0.0049	0.9682539682539683	0.9959114959114957
chr7	140784880	140785213	-0.0931	0.31746031746031744	0.9296515450361605
chr7	140785213	140785546	-0.0505	0.746031746031746	0.976596928079408
chr7	140785546	140785879	-0.0551	0.7301587301587301	0.976596928079408
chr7	140785879	140786212	0.0688	0.7142857142857143	0.976596928079408
chr7	140786545	140786878	0.1885	0.30158730158730157	0.9296515450361605
chr7	140786878	140787211	-0.0166	0.7380952380952381	0.976596928079408
chr7	154608967	154609300	-0.0691	0.373015873015873	0.9296515450361605
chr7	154609300	154609634	0.0023	0.7936507936507936	0.976596928079408
chr7	154609634	154609968	-0.0509	0.023809523809523808	0.513015873015873
chr7	154609968	154610301	-0.0428	0.031746031746031744	0.513015873015873
chr7	154610301	154610634	-0.0525	0.023809523809523808	0.513015873015873
chr7	154610634	154610967	-0.0797	0.03968253968253968	0.5171530977982591
chr7	154610967	154611300	-0.1314	0.06349206349206349	0.6107331821617535
chr7	154611300	154611633	-0.1474	0.06349206349206349	0.6107331821617535
chr7	154599967	154600300	0.0113	0.9603174603174603	0.9959114959114957
chr7	154600300	154600634	-0.0391	0.7698412698412699	0.976596928079408
chr7	154600634	154600968	0.0078	0.8809523809523809	0.976596928079408
chr7	154600968	154601301	-0.0486	0.5317460317460317	0.9676819676819677
chr7	154601301	154601634	0.0087	0.753968253968254	0.976596928079408
chr7	154601634	154601967	-0.0106	0.753968253968254	0.976596928079408
chr7	154601967	154602300	0.0084	0.753968253968254	0.976596928079408
chr7	154602300	154602633	-0.0212	0.746031746031746	0.976596928079408
chr7	154602633	154602966	-0.0018	0.9365079365079365	0.9959114959114957
chr7	140778547	140778881	-0.1673	0.29365079365079366	0.9296515450361605
chr7	140778881	140779215	-0.1767	0.2698412698412698	0.9296515450361605
chr7	140779548	140779881	-0.2507	0.031746031746031744	0.513015873015873
chr7	140779881	140780214	-0.2072	0.03968253968253968	0.5171530977982591
chr7	140780214	140780547	-0.144	0.14285714285714285	0.8364389233954451
chr7	140780880	140781213	-0.0929	0.42063492063492064	0.9308755760368662
chr7	154606300	154606634	0.0807	0.19047619047619047	0.8868625464370146
chr7	154606634	154606968	0.0015	0.9285714285714286	0.9950738916256159
chr7	154606968	154607301	-0.1616	0.031746031746031744	0.513015873015873
chr7	154607301	154607634	-0.1423	0.031746031746031744	0.513015873015873
chr7	154607634	154607967	-0.0007	0.3412698412698413	0.9296515450361605
chr7	154607967	154608300	-0.1025	0.007936507936507936	0.513015873015873
chr7	154608300	154608633	-0.0871	0.007936507936507936	0.513015873015873
chr7	154608633	154608966	-0.0382	0.023809523809523808	0.513015873015873
chr7	154597300	154597634	-0.0526	0.1746031746031746	0.8868625464370146
chr7	154597634	154597968	-0.0533	0.15079365079365079	0.8580371115582384
chr7	154597968	154598301	0.0239	0.6190476190476191	0.976596928079408
chr7	154598301	154598634	0.0061	0.8888888888888888	0.976596928079408
chr7	154598634	154598967	0.045	0.3888888888888889	0.9296515450361605
chr7	154598967	154599300	-0.0334	0.4523809523809524	0.9483568075117371
chr7	154599300	154599633	-0.0368	0.29365079365079366	0.9296515450361605
chr7	154599633	154599966	0.0066	0.8492063492063492	0.976596928079408
chr7	154593967	154594300	0.0193	0.6587301587301587	0.976596928079408
chr7	154594300	154594634	-0.0113	0.4365079365079365	0.9330645838582347
chr7	154594634	154594968	-0.005	0.8968253968253969	0.976596928079408
chr7	154594968	154595301	0.028	0.746031746031746	0.976596928079408
chr7	154595301	154595634	0.0277	0.7063492063492064	0.976596928079408
chr7	154595634	154595967	0.0218	0.753968253968254	0.976596928079408
chr7	154595967	154596300	0.0106	0.8412698412698413	0.976596928079408
chr7	154596300	154596633	0.0039	0.8650793650793651	0.976596928079408
chr7	154596633	154596966	0.0172	0.7777777777777778	0.976596928079408
chr7	140775214	140775547	0.0427	0.5952380952380952	0.976596928079408
chr7	140775547	140775881	0.0606	0.2698412698412698	0.9296515450361605
chr7	140776215	140776548	0.0765	0.3968253968253968	0.9308755760368662
chr7	140776881	140777214	0.0843	0.23015873015873015	0.9160997732426304
chr7	140777214	140777547	0.0799	0.31746031746031744	0.9296515450361605
chr7	140777547	140777880	0.0759	0.31746031746031744	0.9296515450361605
chr7	154602967	154603300	0.1913	0.05555555555555555	0.6066066066066066
chr7	154603300	154603634	0.0188	0.746031746031746	0.976596928079408
chr7	154603634	154603968	0.1022	0.0873015873015873	0.7347883597883597
chr7	154603968	154604301	-0.0707	0.14285714285714285	0.8364389233954451
chr7	154604634	154604967	-0.1496	0.047619047619047616	0.5343915343915343
chr7	154604967	154605300	-0.0325	0.5793650793650794	0.976596928079408
chr7	154605300	154605633	-0.0478	0.42857142857142855	0.9308755760368662
chr7	154605633	154605966	-0.0672	0.2777777777777778	0.9296515450361605
chr7	154611967	154612302	-0.0024	0.1984126984126984	0.8868625464370146
chr7	154612302	154612638	-0.0354	0.2777777777777778	0.9296515450361605
chr7	154612638	154612973	-0.0007	0.5555555555555556	0.976596928079408
