chr3	49352623	49355622	1.8115547850346883,-29.202637677249395,13.663091014553622	1.6363389589711919,1.431920495230446,1.4027178575531967,1.3735152198759473,1.25670466916695,1.1690967561352017,1.1690967561352017,1.1690967561352017,1.1398941184579523,1.1398941184579523,1.1398941184579523,1.1398941184579523,1.110691480780703,1.052286205426204,1.0230835677489547,0.9354756547172064,0.9354756547172064,0.8186651040082087,0.6434492779447125,0.6434492779447125,0.5850440025902135,0.5850440025902135,0.5850440025902135,0.6726519156219619,0.7602598286537101,0.7602598286537101,0.7894624663309593,0.7894624663309593,0.8186651040082087,0.8186651040082087,0.8478677416854582,0.8478677416854582,0.8478677416854582,0.8478677416854582,0.906273017039957,0.906273017039957,0.906273017039957,0.8770703793627076,0.8770703793627076,0.8186651040082087,0.8186651040082087,0.8186651040082087,0.8186651040082087,0.8186651040082087,0.8186651040082087,0.8186651040082087,0.8186651040082087,0.7894624663309593,1.052286205426204,1.110691480780703,1.1398941184579523,1.110691480780703,1.25670466916695,1.25670466916695,1.3151099445214485,1.3151099445214485,1.3151099445214485,1.3151099445214485,1.3151099445214485,1.3443125821986979,1.3443125821986979,1.3443125821986979,1.4027178575531967,1.4027178575531967	0.0726760160348597,0.41403306104707943,0.3503356670398365,0.07897740470840243,0.1686801359821435,0.35955502669877953,0.803711236150213,0.9108727343035748,0.5692954589397342,0.5692954589397342,1.7078863768192027,0.3105247957853096,0.683154550727681,0.6506233816454106,0.2907040641394388,6.831545507276811,0.18976515297991142,0.17078863768192026,1.7078863768192027,0.4269715942048007,1.7078863768192027,4.554363671517874,0.1394192960668737,0.13395187269170217,1.7078863768192027,1.7078863768192027,1.5181212238392914,1.9518701449362317,1.0510070011195094,1.7078863768192027,0.803711236150213,1.9518701449362317,1.7078863768192027,0.5692954589397342,0.5692954589397342,1.7078863768192027,3.4157727536384055,0.44074487143721364,0.44074487143721364,0.9759350724681158,1.9518701449362317,3.4157727536384055,2.732618202910724,0.4879675362340579,1.366309101455362,2.277181835758937,0.09759350724681158,0.061823941242324085,0.4554363671517874,1.7078863768192027,0.803711236150213,0.2277181835758937,3.4157727536384055,0.3415772753638405,0.803711236150213,0.2907040641394388,0.3692727301230709,2.277181835758937,0.1157889069029968,0.21687446054847018,1.1385909178794684,0.16461555439221232,0.1438220106795118
chr3	49355623	49358622	2.392574180323743,-65.77001583681734,4.391835988374666	1.0114038477505787,1.0114038477505787,0.9456338319137616,0.9456338319137616,0.9456338319137616,0.9456338319137616,0.9456338319137616,0.8798638160769441,0.8798638160769441,0.8798638160769441,0.8798638160769441,0.8798638160769441,0.8798638160769441,0.8798638160769441,0.8140938002401268,0.8140938002401268,0.8140938002401268,0.8140938002401268,0.8140938002401268,0.8798638160769441,0.8798638160769441,0.8140938002401268,0.6825537685664922,0.8140938002401268,0.9456338319137616,0.8798638160769441,0.8798638160769441,0.8798638160769441,0.8140938002401268,0.8140938002401268,0.7483237844033093,0.7483237844033093,0.7483237844033093,0.5510137368928574,0.5510137368928574,0.4194737052192228,0.35370368938240526,0.28793367354558796,0.28793367354558796,-0.10668642147531582,-0.6328465481698546,-0.7643865798434892,-0.830156595680307,-0.8959266115171243,-0.830156595680307,-0.8959266115171243,-0.830156595680307,-0.830156595680307,-0.8959266115171243,-1.0274666431907584,-1.0274666431907584,-1.0274666431907584,-1.0932366590275757,-1.5536267698852972,-1.5536267698852972,-1.48785675404848,-1.48785675404848,-1.48785675404848,-1.5536267698852972,-1.6193967857221145,-1.6193967857221145,-1.6851668015589323,-1.7509368173957491,-1.8167068332325669,-1.8824768490693846,-1.8824768490693846,-1.9482468649062015,-2.014016880743019,-2.014016880743019,-2.079786896579836,-2.014016880743019,-2.145556912416654,-2.3428669599271053,-2.408636975763922,-2.8032570707848268,-2.8690270866216445,-3.000567118295279,-3.000567118295279,-3.1978771658057314,-3.1321071499689137,-3.2636471816425474,-3.329417197479365,-3.329417197479365,-3.329417197479365,-3.395187213316182,-3.2636471816425474,-3.2636471816425474,-3.2636471816425474,-3.329417197479365,-3.4609572291529997,-3.4609572291529997,-3.4609572291529997,-3.5267272449898175,-3.5267272449898175,-3.5267272449898175,-3.5267272449898175,-3.329417197479365,-3.395187213316182,-3.395187213316182,-3.2636471816425474,-3.1978771658057314,-3.1321071499689137,-3.1321071499689137,-3.1321071499689137,-3.066337134132096,-3.000567118295279,-2.8690270866216445,-2.8690270866216445,-2.8690270866216445,-2.8032570707848268,-2.737487054948009,-2.737487054948009,-2.737487054948009,-2.737487054948009,-2.737487054948009,-2.671717039111192,-2.671717039111192,-2.671717039111192,-2.671717039111192,-2.671717039111192,-2.671717039111192,-2.737487054948009,-2.671717039111192,-2.8032570707848268,-2.8690270866216445,-2.8690270866216445,-2.8690270866216445,-2.8032570707848268,-2.8032570707848268,-2.8032570707848268,-2.8032570707848268,-2.9347971024584614,-2.9347971024584614,-2.8690270866216445,-2.8690270866216445,-2.8032570707848268,-2.737487054948009,-2.47440699160074,-2.47440699160074,-2.47440699160074,-2.47440699160074,-2.408636975763922,-2.2113269282534715,-1.8824768490693846,-1.8167068332325669,-1.5536267698852972,-1.48785675404848	0.08783671976749333,0.0975963552972148,0.11869826995607205,0.054897949854683326,0.39925781712496966,0.31370257059819046,0.2195917994187333,0.39925781712496966,0.15144262028878158,1.0979589970936665,0.5489794985468333,1.0979589970936665,0.2195917994187333,0.2091350470654603,0.5489794985468333,0.6274051411963809,0.2583432934338039,0.15685128529909523,0.042639184353152094,0.0675667075134564,0.04773734769972463,0.05422019738734156,0.04672165945079432,0.024264287228589317,0.04574829154556944,0.5489794985468333,0.731972664729111,0.11557463127301752,0.8783671976749332,0.39925781712496966,0.31370257059819046,0.2195917994187333,0.10979589970936665,1.0979589970936665,0.07842564264954761,0.5489794985468333,0.6274051411963809,0.17567343953498665,0.10979589970936665,0.05048087342959386,0.18299316618227776,0.09344331890158863,0.11557463127301752,0.10711795093596746,0.1416721286572473,0.31370257059819046,0.112611179189094,0.3659863323645555,0.2195917994187333,1.463945329458222,0.3659863323645555,0.337833537567282,0.10456752353273015,0.8783671976749332,0.5489794985468333,0.168916768783641,0.4391835988374666,2.195917994187333,0.731972664729111,1.463945329458222,1.463945329458222,0.19094939079889853,0.4391835988374666,0.337833537567282,0.731972664729111,0.8783671976749332,0.487981776486074,0.487981776486074,0.2091350470654603,0.2583432934338039,1.0979589970936665,0.16266059216202466,0.487981776486074,0.12917164671690196,0.19094939079889853,0.112611179189094,0.23114926254603504,0.31370257059819046,0.19962890856248483,0.243990888243037,0.2091350470654603,2.195917994187333,0.4391835988374666,1.463945329458222,0.243990888243037,1.463945329458222,1.463945329458222,0.2195917994187333,1.0979589970936665,0.731972664729111,0.8783671976749332,0.8783671976749332,0.8783671976749332,1.0979589970936665,1.463945329458222,0.168916768783641,0.5489794985468333,0.2583432934338039,0.6274051411963809,0.8783671976749332,1.463945329458222,0.4391835988374666,0.2195917994187333,0.8783671976749332,0.243990888243037,0.39925781712496966,0.2195917994187333,0.15685128529909523,1.463945329458222,0.6274051411963809,1.0979589970936665,2.195917994187333,1.463945329458222,0.2927890658916444,0.487981776486074,1.463945329458222,1.463945329458222,1.463945329458222,1.463945329458222,1.463945329458222,0.6274051411963809,0.27448974927341663,0.2091350470654603,0.8783671976749332,0.8783671976749332,0.1416721286572473,0.243990888243037,1.463945329458222,1.463945329458222,0.6274051411963809,0.23114926254603504,0.2927890658916444,0.487981776486074,0.6274051411963809,0.487981776486074,0.487981776486074,0.12548102823927618,1.0979589970936665,1.0979589970936665,0.8783671976749332,2.195917994187333,0.27448974927341663,0.09981445428124242,0.731972664729111,0.12917164671690196,0.487981776486074
chr3	49358623	49361622	0.6680126038435282,-24.615789078737137,20.0	-0.6858557954870143,-0.6858557954870143,-0.6612400064082772,-0.5135452719358543,-0.34123474838469436,-0.2920031702272201,-0.2920031702272201,-0.2920031702272201,-0.2920031702272201,-0.21815580299100867,-0.11969264667606017,-0.11969264667606017,-0.11969264667606017,-0.11969264667606017,0.0033862987176255244,0.4957020802923683,0.5449336584498425,0.5449336584498425,0.42185471305615685,0.42185471305615685,0.3726231348986826,0.3726231348986826,0.29877576766247116,0.24954418950499685,0.24954418950499685,0.27415997858373403,0.22492840042625978,0.20031261134752265,0.20031261134752265,0.17569682226878547,0.17569682226878547,0.17569682226878547,0.17569682226878547,0.17569682226878547,0.20031261134752265,0.27415997858373403,0.27415997858373403,0.29877576766247116,0.29877576766247116,0.34800734581994547,0.3726231348986826,0.3726231348986826,0.4710862912136311,0.44647050213489403	6.666666666666667,0.8695652173913043,0.5405405405405406,0.5405405405405406,0.7407407407407407,3.3333333333333335,3.3333333333333335,5.0,1.5384615384615385,0.37037037037037035,6.666666666666667,1.4285714285714286,3.3333333333333335,0.3076923076923077,0.04784688995215311,0.3389830508474576,0.43478260869565216,0.06289308176100629,0.12345679012345678,0.2777777777777778,1.6666666666666667,0.14814814814814814,0.31746031746031744,0.8695652173913043,0.29411764705882354,0.46511627906976744,0.16393442622950818,6.666666666666667,5.0,0.273972602739726,1.5384615384615385,0.625,0.35714285714285715,0.6666666666666666,0.14285714285714285,2.857142857142857,0.22727272727272727,0.47619047619047616,1.1764705882352942,0.8333333333333334,0.8695652173913043,0.036297640653357534,5.0
chr3	49361623	49364622	1.0278203999914963,-23.281477412566566,15.194525215782058	0.7484426710406975,0.7484426710406975,0.7484426710406975,0.7484426710406975,0.7018797162155643,0.6785982388029979,0.6785982388029979,0.725161193628131,0.725161193628131,0.725161193628131,0.7717241484532641,0.7717241484532641,0.7950056258658307,0.7484426710406975,0.6553167613904313,0.6553167613904313,0.6553167613904313,0.6087538065652982,0.562190851740165,0.562190851740165,0.562190851740165,0.5156278969150319,0.5389093743275983,0.5389093743275983,0.5389093743275983,0.5389093743275983,0.562190851740165,0.5156278969150319,0.5156278969150319,0.4690649420898987,0.4690649420898987,0.49234641950246527,0.49234641950246527,0.4690649420898987,0.4690649420898987,0.39922050985219903,0.39922050985219903,0.4225019872647656,0.4225019872647656,0.4225019872647656,0.39922050985219903,0.4225019872647656,0.4225019872647656,0.4225019872647656,0.4225019872647656,0.4690649420898987,0.4690649420898987,0.4457834646773321,0.4225019872647656,0.4225019872647656,0.39922050985219903,0.39922050985219903,0.37593903243963245,0.37593903243963245,0.4457834646773321	0.2619745726858975,0.4748289129931893,0.1808872049497864,0.0696996569531287,0.42207014488283495,0.6906602370810027,1.3813204741620053,2.5324208692970096,0.6077810086312823,0.04051873390875215,0.7235488197991456,0.41066284366978534,0.05168205855708183,0.30389050431564113,0.06906602370810026,2.5324208692970096,0.3232877705485544,0.7235488197991456,0.49014597470264704,0.49014597470264704,0.22344890023208908,0.5064841738594019,7.597262607891029,0.8441402897656699,0.9496578259863786,0.30389050431564113,0.12986773688702613,1.5194525215782058,0.24507298735132352,0.6606315311209591,0.42207014488283495,3.7986313039455144,0.17266505927025066,2.5324208692970096,0.07674002634233362,0.2140073974053811,1.2662104346485048,0.3617744098995728,7.597262607891029,0.9496578259863786,0.23741445649659465,0.3896032106610784,3.0389050431564115,0.7997118534622135,0.37986313039455144,0.49014597470264704,0.2813800965885566,1.5194525215782058,2.1706464593974366,0.8937956009283563,2.5324208692970096,0.46044015805400174,1.8993156519727572,0.11255203863542265
chr3	49364623	49366169	6.246981988973375,-100.0,-7.108649740776995	3.9469819889733753,3.9469819889733753,4.046981988973375,3.746981988973375,3.846981988973375,3.9469819889733753,4.1469819889733746,4.346981988973376,4.6469819889733746,4.6469819889733746,4.6469819889733746,4.6469819889733746,4.746981988973375,4.6469819889733746,4.6469819889733746,4.6469819889733746,4.246981988973375,4.1469819889733746,4.1469819889733746,4.6469819889733746,4.946981988973375,4.946981988973375,4.946981988973375,4.946981988973375,4.946981988973375,4.946981988973375,4.546981988973375,4.446981988973375,4.346981988973376	-0.8885812175971244,-0.8885812175971244,-0.07726793196496734,-0.04770905866293285,-1.0155213915395707,-0.33850713051319026,-0.32312044276259066,-0.03024957336500849,-0.5077606957697853,-0.8885812175971244,-0.2221453043992811,-0.2221453043992811,-0.29619373919904146,-0.8885812175971244,-1.7771624351942488,-0.027660115722867685,-0.0764370939868494,-1.1847749567961658,-0.06075769009211107,-0.20907793355226456,-0.30907172785986936,-0.4181558671045291,-0.3554324870388498,-0.4442906087985622,-0.2451258531302412,-0.09606283433482425,-0.1367048027072499,-0.07404843479976037
chr5	58382389	58385388	0.4185693753788752,-5.627644745834155,7.010739180830559	0.3791758621580361,0.3791758621580361,0.3791758621580361,0.3791758621580361,0.3791758621580361,0.3904311516497044,0.3904311516497044,0.3904311516497044,0.3172717699538604,0.3116441252080262,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.2159741645288456,0.21034651978301144,0.21034651978301144,0.21034651978301144,0.21034651978301144,0.20471887503717728,0.21034651978301144,0.21034651978301144,0.21034651978301144,0.21034651978301144,0.20471887503717728,0.20471887503717728,0.20471887503717728,0.20471887503717728,0.20471887503717728,0.20471887503717728,0.20471887503717728,0.19909123029134312,0.19909123029134312,0.19909123029134312,0.19909123029134312,0.19909123029134312,0.19909123029134312,0.19909123029134312,0.18220829605384065,0.18220829605384065,0.2159741645288456,0.23285709876634803,0.23848474351218218,0.24411238825801637,0.27787825673302124,0.3060164804621921,0.3116441252080262,0.3116441252080262,0.3116441252080262,0.3060164804621921,0.3060164804621921,0.3003888357163579,0.3003888357163579	0.1524073734963165,0.33384472289669326,0.04437176696728202,0.1030991056004494,0.019804347968447905,0.014666818369938408,0.7010739180830559,0.020741831895948398,0.5842282650692132,0.024513074058848106,0.33384472289669326,0.4381711988019099,0.4123964224017976,1.1684565301384264,2.336913060276853,0.7789710200922842,0.22615287680098575,0.20030683373801597,0.3894855100461421,1.4021478361661117,1.7526847952076396,1.0015341686900798,0.7010739180830559,0.2921141325346066,0.26964381464732917,0.35053695904152793,1.7526847952076396,0.5007670843450399,0.46738261205537057,0.7789710200922842,0.5842282650692132,0.5842282650692132,2.336913060276853,1.0015341686900798,0.19474275502307106,1.1684565301384264,0.8763423976038198,0.17099363855684288,1.1684565301384264,0.4123964224017976,1.7526847952076396,0.18947943731974481,0.7789710200922842,0.04381711988019099,0.35053695904152793,0.16304044606582693,0.13227809775151997,0.08655233556580937,0.07153815490643427,1.0015341686900798,0.3186699627650254,0.14021478361661116,0.2804295672332223,0.33384472289669326,0.05564078714944888,0.7789710200922842
chr5	58385389	58388388	0.3313318935121844,27.940595430124567,-3.77069523155206	0.8901438021146757,0.8901438021146757,0.8622032066845512,0.8342626112544266,0.8342626112544266,0.8342626112544266,0.8063220158243021,0.7504408249640528,0.7783814203941775,0.7783814203941775,0.61073784781343,0.61073784781343,0.61073784781343,0.5269160615230564,0.4989754660929318,0.5269160615230564,0.554856656953181,0.554856656953181,0.554856656953181,0.5827972523833055,0.61073784781343,0.61073784781343,0.554856656953181,0.554856656953181,0.554856656953181,0.5269160615230564,0.4989754660929318,0.4989754660929318	-0.7541390463104121,-0.06855809511912836,-0.04334132450059839,-0.03524014235095383,-0.14502673967507923,-0.20948306841955888,-0.04236736215227034,-0.10191068193383947,-0.41896613683911776,-0.017061969373538734,-0.37706952315520603,-0.11426349186521394,-0.0193368986233439,-0.011426349186521394,-0.014175545983278422,-0.0673338434205725,-0.09668449311671949,-0.10474153420977944,-0.014502673967507923,-0.047730319386734936,-0.07393520061866785,-0.021303362890124633,-0.03016556185241648,-0.04236736215227034,-0.046551792982124196,-0.026004794700359036,-0.016252996687724397
chr5	58388389	58391388	-0.03546314956075217,52.71077748293259,14.643491212871842	0.1753799603709782,0.2280907378539108,0.2280907378539108,0.1753799603709782,0.2808015153368434,0.3862230703027085,0.3862230703027085,0.3862230703027085,0.33351229281977596,0.33351229281977596,0.3862230703027085,0.3862230703027085,0.2808015153368434,0.33351229281977596,0.3862230703027085,0.33351229281977596,0.33351229281977596,0.33351229281977596,0.33351229281977596,0.33351229281977596	0.11530308041631372,0.08983736940412174,0.06076137432726905,0.058340602441720485,0.05697856503062974,0.1355878816006652,1.1264224009901418,0.08135272896039912,0.6366735309944279,0.16270545792079824,0.21855957034137077,0.04281722576863112,0.07548191346841156,0.08320165461859001,0.05928538952579693,7.321745606435921,0.48811637376239475,0.5423515264026608,0.0982784645159184
chr5	58391389	58394388	0.8574648884816146,-70.92796215557942,6.40924608879985	0.36096915339255864,0.4318971155481381,0.4318971155481381,0.36096915339255864,0.36096915339255864,0.14818526692582035,0.29004119123697925,0.36096915339255864,0.21911322908139985,0.21911322908139985,0.29004119123697925,0.29004119123697925,0.36096915339255864,0.36096915339255864,0.4318971155481381,0.36096915339255864,0.36096915339255864,0.29004119123697925,0.21911322908139985,0.14818526692582035,0.14818526692582035,0.29004119123697925,0.29004119123697925	0.06345788206732525,0.2067498738322532,0.1033749369161266,0.10506960801311228,0.026375498307818313,0.04481990271888007,0.04513553583661866,0.03884391568969606,0.2786628734260804,0.11445082301428303,0.028485538172443776,0.1732228672648608,0.256369843551994,0.02513429838745039,0.014211188666961973,0.49301892990768076,0.0696657183565201,0.07540289516235117,0.055732574685216085,0.037924533069821596,0.14905223462325232,0.22890164602856605
chr7	140775214	140778213	3.4102944954887198,-66.02725486175069,-20.0	2.6179674371477115,2.5519401822859606,2.5519401822859606,2.5519401822859606,2.6179674371477115,2.6179674371477115,2.6179674371477115,2.750021946871213,2.750021946871213,2.8160492017329637,3.2122127309034676,3.0141309663182154,3.0141309663182154,2.948103711456465,2.948103711456465,2.948103711456465,3.0801582211799663,3.0801582211799663	-0.14492753623188406,-0.28169014084507044,-0.22988505747126436,-0.5128205128205128,-1.3333333333333333,-2.2222222222222223,-0.25,-0.6060606060606061,-0.25,-0.02656042496679947,-0.055248618784530384,-0.5714285714285714,-0.1360544217687075,-0.45454545454545453,-0.43478260869565216,-0.062111801242236024,-0.23529411764705882
