chr3	49352623	49355622	2.39743340566779,-29.996348998014515,-3.3971016395340348	2.2174553116797027,2.007480868693601,1.9774845196955868,1.9474881706975722,1.8275027747055141,1.7375137277114705,1.7375137277114705,1.7375137277114705,1.707517378713456,1.707517378713456,1.707517378713456,1.707517378713456,1.6775210297154417,1.6175283317194125,1.587531982721398,1.4975429357273544,1.4975429357273544,1.3775575397352964,1.1975794457472093,1.1975794457472093,1.1375867477511803,1.1375867477511803,1.1375867477511803,1.227575794745224,1.3175648417392676,1.3175648417392676,1.3475611907372818,1.3475611907372818,1.3775575397352964,1.3775575397352964,1.407553888733311,1.407553888733311,1.407553888733311,1.407553888733311,1.46754658672934,1.46754658672934,1.46754658672934,1.4375502377313256,1.4375502377313256,1.3775575397352964,1.3775575397352964,1.3775575397352964,1.3775575397352964,1.3775575397352964,1.3775575397352964,1.3775575397352964,1.3775575397352964,1.3475611907372818,1.6175283317194125,1.6775210297154417,1.707517378713456,1.6775210297154417,1.8275027747055141,1.8275027747055141,1.8874954727015432,1.8874954727015432,1.8874954727015432,1.8874954727015432,1.8874954727015432,1.9174918216995578,1.9174918216995578,1.9174918216995578,1.9774845196955868,1.9774845196955868	-0.018069689571989546,-0.10294247392527378,-0.08710517024446243,-0.019636425662046444,-0.04193952641400043,-0.08939741156668513,-0.1998295082078844,-0.22647344263560232,-0.14154590164725145,-0.14154590164725145,-0.42463770494175435,-0.07720685544395534,-0.16985508197670174,-0.16176674473971595,-0.07227875828795818,-1.6985508197670174,-0.047181967215750485,-0.042463770494175435,-0.42463770494175435,-0.10615942623543859,-0.42463770494175435,-1.1323672131780116,-0.034664302444224845,-0.0333049180346474,-0.42463770494175435,-0.42463770494175435,-0.3774557377260039,-0.4853002342191478,-0.26131551073338727,-0.42463770494175435,-0.1998295082078844,-0.4853002342191478,-0.42463770494175435,-0.14154590164725145,-0.14154590164725145,-0.42463770494175435,-0.8492754098835087,-0.1095839238559366,-0.1095839238559366,-0.2426501171095739,-0.4853002342191478,-0.8492754098835087,-0.679420327906807,-0.12132505855478695,-0.3397101639534035,-0.5661836065890058,-0.02426501171095739,-0.015371500631375722,-0.11323672131780116,-0.42463770494175435,-0.1998295082078844,-0.05661836065890058,-0.8492754098835087,-0.08492754098835087,-0.1998295082078844,-0.07227875828795818,-0.09181355782524418,-0.5661836065890058,-0.028788996945203683,-0.05392224824657198,-0.2830918032945029,-0.04092893541607271,-0.03575896462667405
chr3	49355623	49358622	2.2076920017743795,-80.53369379864975,13.283542700723734	0.5164844320027346,0.5164844320027346,0.43595073820408503,0.43595073820408503,0.43595073820408503,0.43595073820408503,0.43595073820408503,0.3554170444054352,0.3554170444054352,0.3554170444054352,0.3554170444054352,0.3554170444054352,0.3554170444054352,0.3554170444054352,0.27488335060678537,0.27488335060678537,0.27488335060678537,0.27488335060678537,0.27488335060678537,0.3554170444054352,0.3554170444054352,0.27488335060678537,0.11381596300948615,0.27488335060678537,0.43595073820408503,0.3554170444054352,0.3554170444054352,0.3554170444054352,0.27488335060678537,0.27488335060678537,0.19434965680813576,0.19434965680813576,0.19434965680813576,-0.047251424587813506,-0.047251424587813506,-0.20831881218511272,-0.2888525059837628,-0.3693861997824124,-0.3693861997824124,-0.8525883625743109,-1.4968579129635091,-1.6579253005608088,-1.7384589943594584,-1.818992688158108,-1.7384589943594584,-1.818992688158108,-1.7384589943594584,-1.7384589943594584,-1.818992688158108,-1.9800600757554072,-1.9800600757554072,-1.9800600757554072,-2.060593769554057,-2.624329626144605,-2.624329626144605,-2.5437959323459554,-2.5437959323459554,-2.5437959323459554,-2.624329626144605,-2.7048633199432555,-2.7048633199432555,-2.785397013741905,-2.8659307075405547,-2.9464644013392043,-3.026998095137855,-3.026998095137855,-3.1075317889365044,-3.188065482735154,-3.188065482735154,-3.2685991765338036,-3.188065482735154,-3.349132870332454,-3.590733951728402,-3.6712676455270516,-4.154469808318951,-4.235003502117601,-4.3960708897149,-4.3960708897149,-4.63767197111085,-4.5571382773122,-4.718205664909498,-4.798739358708148,-4.798739358708148,-4.798739358708148,-4.879273052506798,-4.718205664909498,-4.718205664909498,-4.718205664909498,-4.798739358708148,-4.959806746305448,-4.959806746305448,-4.959806746305448,-5.040340440104098,-5.040340440104098,-5.040340440104098,-5.040340440104098,-4.798739358708148,-4.879273052506798,-4.879273052506798,-4.718205664909498,-4.63767197111085,-4.5571382773122,-4.5571382773122,-4.5571382773122,-4.47660458351355,-4.3960708897149,-4.235003502117601,-4.235003502117601,-4.235003502117601,-4.154469808318951,-4.073936114520301,-4.073936114520301,-4.073936114520301,-4.073936114520301,-4.073936114520301,-3.993402420721651,-3.993402420721651,-3.993402420721651,-3.993402420721651,-3.993402420721651,-3.993402420721651,-4.073936114520301,-3.993402420721651,-4.154469808318951,-4.235003502117601,-4.235003502117601,-4.235003502117601,-4.154469808318951,-4.154469808318951,-4.154469808318951,-4.154469808318951,-4.31553719591625,-4.31553719591625,-4.235003502117601,-4.235003502117601,-4.154469808318951,-4.073936114520301,-3.751801339325702,-3.751801339325702,-3.751801339325702,-3.751801339325702,-3.6712676455270516,-3.4296665641311037,-3.026998095137855,-2.9464644013392043,-2.624329626144605,-2.5437959323459554	0.26567085401447466,0.29518983779386077,0.35901466758712797,0.16604428375904667,1.207594790974885,0.9488244786231238,0.6641771350361867,1.207594790974885,0.4580531965766805,3.3208856751809335,1.6604428375904667,3.3208856751809335,0.6641771350361867,0.6325496524154159,1.6604428375904667,1.8976489572462476,0.7813848647484549,0.4744122393115619,0.12896643398760907,0.20436219539574976,0.14438633370351886,0.16399435432992265,0.14131428405025248,0.07338973867803168,0.13837023646587224,1.6604428375904667,2.213923783453956,0.3495669131769404,2.6567085401447468,1.207594790974885,0.9488244786231238,0.6641771350361867,0.33208856751809335,3.3208856751809335,0.23720611965578095,1.6604428375904667,1.8976489572462476,0.5313417080289493,0.33208856751809335,0.15268439885889348,0.553480945863489,0.28262856810050496,0.3495669131769404,0.32398884635911546,0.4285013774427011,0.9488244786231238,0.3406036589929163,1.106961891726978,0.6641771350361867,4.427847566907912,1.106961891726978,1.0218109769787487,0.31627482620770797,2.6567085401447468,1.6604428375904667,0.5109054884893743,1.3283542700723734,6.641771350361867,2.213923783453956,4.427847566907912,4.427847566907912,0.5775453348140754,1.3283542700723734,1.0218109769787487,2.213923783453956,2.6567085401447468,1.4759491889693037,1.4759491889693037,0.6325496524154159,0.7813848647484549,3.3208856751809335,0.4919830629897679,1.4759491889693037,0.39069243237422746,0.5775453348140754,0.3406036589929163,0.6991338263538808,0.9488244786231238,0.6037973954874425,0.7379745944846519,0.6325496524154159,6.641771350361867,1.3283542700723734,4.427847566907912,0.7379745944846519,4.427847566907912,4.427847566907912,0.6641771350361867,3.3208856751809335,2.213923783453956,2.6567085401447468,2.6567085401447468,2.6567085401447468,3.3208856751809335,4.427847566907912,0.5109054884893743,1.6604428375904667,0.7813848647484549,1.8976489572462476,2.6567085401447468,4.427847566907912,1.3283542700723734,0.6641771350361867,2.6567085401447468,0.7379745944846519,1.207594790974885,0.6641771350361867,0.4744122393115619,4.427847566907912,1.8976489572462476,3.3208856751809335,6.641771350361867,4.427847566907912,0.8855695133815823,1.4759491889693037,4.427847566907912,4.427847566907912,4.427847566907912,4.427847566907912,4.427847566907912,1.8976489572462476,0.8302214187952334,0.6325496524154159,2.6567085401447468,2.6567085401447468,0.4285013774427011,0.7379745944846519,4.427847566907912,4.427847566907912,1.8976489572462476,0.6991338263538808,0.8855695133815823,1.4759491889693037,1.8976489572462476,1.4759491889693037,1.4759491889693037,0.37952979144924953,3.3208856751809335,3.3208856751809335,2.6567085401447468,6.641771350361867,0.8302214187952334,0.30189869774372124,2.213923783453956,0.39069243237422746,1.4759491889693037
chr3	49358623	49361622	1.1108880976553248,-43.6168763420867,20.0	-1.2880401011594436,-1.2880401011594436,-1.244423224817357,-0.9827219667648368,-0.6774038323702298,-0.5901700796860565,-0.5901700796860565,-0.5901700796860565,-0.5901700796860565,-0.4593194506597962,-0.2848519452914495,-0.2848519452914495,-0.2848519452914495,-0.2848519452914495,-0.0667675635810161,0.805569963260718,0.8928037159448914,0.8928037159448914,0.6747193342344578,0.6747193342344578,0.5874855815502844,0.5874855815502844,0.4566349525240244,0.36940119983985087,0.36940119983985087,0.41301807618193764,0.3257843234977643,0.28216744715567754,0.28216744715567754,0.23855057081359088,0.23855057081359088,0.23855057081359088,0.23855057081359088,0.23855057081359088,0.28216744715567754,0.41301807618193764,0.41301807618193764,0.4566349525240244,0.4566349525240244,0.5438687052081977,0.5874855815502844,0.5874855815502844,0.7619530869186313,0.7183362105765445	6.666666666666667,0.8695652173913043,0.5405405405405406,0.5405405405405406,0.7407407407407407,3.3333333333333335,3.3333333333333335,5.0,1.5384615384615385,0.37037037037037035,6.666666666666667,1.4285714285714286,3.3333333333333335,0.3076923076923077,0.04784688995215311,0.3389830508474576,0.43478260869565216,0.06289308176100629,0.12345679012345678,0.2777777777777778,1.6666666666666667,0.14814814814814814,0.31746031746031744,0.8695652173913043,0.29411764705882354,0.46511627906976744,0.16393442622950818,6.666666666666667,5.0,0.273972602739726,1.5384615384615385,0.625,0.35714285714285715,0.6666666666666666,0.14285714285714285,2.857142857142857,0.22727272727272727,0.47619047619047616,1.1764705882352942,0.8333333333333334,0.8695652173913043,0.036297640653357534,5.0
chr3	49361623	49364622	0.9976717155220346,-0.7065477278023652,9.055477347222999	0.9891931427884062,0.9891931427884062,0.9891931427884062,0.9891931427884062,0.9877800473328014,0.9870734996049991,0.9870734996049991,0.9884865950606039,0.9884865950606039,0.9884865950606039,0.9898996905162086,0.9898996905162086,0.990606238244011,0.9891931427884062,0.9863669518771968,0.9863669518771968,0.9863669518771968,0.9849538564215921,0.9835407609659873,0.9835407609659873,0.9835407609659873,0.9821276655103826,0.9828342132381849,0.9828342132381849,0.9828342132381849,0.9828342132381849,0.9835407609659873,0.9821276655103826,0.9821276655103826,0.9807145700547778,0.9807145700547778,0.9814211177825802,0.9814211177825802,0.9807145700547778,0.9807145700547778,0.9785949268713707,0.9785949268713707,0.979301474599173,0.979301474599173,0.979301474599173,0.9785949268713707,0.979301474599173,0.979301474599173,0.979301474599173,0.979301474599173,0.9807145700547778,0.9807145700547778,0.9800080223269755,0.979301474599173,0.979301474599173,0.9785949268713707,0.9785949268713707,0.9778883791435684,0.9778883791435684,0.9800080223269755	0.15612891977970686,0.2829836671007187,0.10780330175265475,0.041538886913866965,0.25154103742286105,0.4116126066919545,0.823225213383909,1.5092462245371665,0.36221909388891993,0.024147939592594665,0.431213207010619,0.244742631006027,0.030800943357901355,0.18110954694445996,0.04116126066919545,1.5092462245371665,0.1926697307919787,0.431213207010619,0.29211217249106447,0.29211217249106447,0.13316878451798528,0.3018492449074333,4.527738673611499,0.5030820748457221,0.5659673342014374,0.18110954694445996,0.07739724228395725,0.9055477347222999,0.14605608624553224,0.3937164064009999,0.25154103742286105,2.2638693368057496,0.10290315167298862,1.5092462245371665,0.04573473407688383,0.12754193446792955,0.7546231122685833,0.2156066035053095,4.527738673611499,0.5659673342014374,0.14149183355035935,0.23219172685187175,1.8110954694445998,0.4766040709064736,0.22638693368057497,0.29211217249106447,0.16769402494857405,0.9055477347222999,1.293639621031857,0.5326751380719411,1.5092462245371665,0.274408404461303,1.1319346684028748,0.06707760997942962
chr3	49364623	49366169	4.442857110810497,-98.44101757981404,-10.22547845018782	2.178713706474774,2.178713706474774,2.277154724054588,1.9818316713151454,2.0802726888949596,2.178713706474774,2.3755957416344016,2.57247777679403,2.867800829533472,2.867800829533472,2.867800829533472,2.867800829533472,2.9662418471132863,2.867800829533472,2.867800829533472,2.867800829533472,2.474036759214216,2.3755957416344016,2.3755957416344016,2.867800829533472,3.1631238822729144,3.1631238822729144,3.1631238822729144,3.1631238822729144,3.1631238822729144,3.1631238822729144,2.7693598119536578,2.6709187943738444,2.57247777679403	-1.2781848062734775,-1.2781848062734775,-0.11114650489334588,-0.06862737214891154,-1.460782635741117,-0.4869275452470391,-0.46479447500853727,-0.043512674256118385,-0.7303913178705586,-1.2781848062734775,-0.3195462015683694,-0.3195462015683694,-0.4260616020911592,-1.2781848062734775,-2.556369612546955,-0.039787853891781404,-0.10995138118481528,-1.7042464083646367,-0.08739725171100701,-0.3007493661819947,-0.4445860195733835,-0.6014987323639894,-0.511273922509391,-0.6390924031367388,-0.35260270517889036,-0.13818214121875433,-0.19664381634976577,-0.1065154005227898
chr5	58382389	58385388	0.9850241281719703,-19.77006116185992,11.645048859079072	0.8466337000389508,0.8466337000389508,0.8466337000389508,0.8466337000389508,0.8466337000389508,0.8861738223626706,0.8861738223626706,0.8861738223626706,0.6291630272584917,0.6093929660966317,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.27330192634501316,0.2535318651831532,0.2535318651831532,0.2535318651831532,0.2535318651831532,0.23376180402129332,0.2535318651831532,0.2535318651831532,0.2535318651831532,0.2535318651831532,0.23376180402129332,0.23376180402129332,0.23376180402129332,0.23376180402129332,0.23376180402129332,0.23376180402129332,0.23376180402129332,0.21399174285943334,0.21399174285943334,0.21399174285943334,0.21399174285943334,0.21399174285943334,0.21399174285943334,0.21399174285943334,0.15468155937385353,0.15468155937385353,0.27330192634501316,0.33261210983059286,0.3523821709924527,0.3721522321543127,0.4907725991254722,0.5896229049347719,0.6093929660966317,0.6093929660966317,0.6093929660966317,0.5896229049347719,0.5896229049347719,0.5698528437729119,0.5698528437729119	0.25315323606693635,0.5545261361466225,0.0737028408802473,0.1712507185158687,0.03289561824598608,0.024362026901839064,1.1645048859079072,0.03445280727538187,0.9704207382565894,0.040716954052724026,0.5545261361466225,0.727815553692442,0.6850028740634748,1.9408414765131787,3.8816829530263575,1.2938943176754525,0.3756467373896475,0.3327156816879735,0.6469471588377262,2.3290097718158145,2.911262214769768,1.6635784084398675,1.1645048859079072,0.4852103691282947,0.4478864945799643,0.5822524429539536,2.911262214769768,0.8317892042199337,0.7763365906052715,1.2938943176754525,0.9704207382565894,0.9704207382565894,3.8816829530263575,1.6635784084398675,0.3234735794188631,1.9408414765131787,1.455631107384884,0.2840255819287579,1.9408414765131787,0.6850028740634748,2.911262214769768,0.31473105024538034,1.2938943176754525,0.0727815553692442,0.5822524429539536,0.2708150897460249,0.2197179030014919,0.1437660352972725,0.11882702917427625,1.6635784084398675,0.5293204026854124,0.23290097718158143,0.46580195436316285,0.5545261361466225,0.09242102269110375,1.2938943176754525
chr5	58385389	58388388	0.12612552979457778,57.43267245734131,-4.224552159821468	1.2747789789414041,1.2747789789414041,1.2173463064840626,1.1599136340267213,1.1599136340267213,1.1599136340267213,1.10248096156938,0.9876156166546974,1.0450482891120387,1.0450482891120387,0.700452254367991,0.700452254367991,0.700452254367991,0.528154236995967,0.4707215645386257,0.528154236995967,0.5855869094533083,0.5855869094533083,0.5855869094533083,0.6430195819106496,0.700452254367991,0.700452254367991,0.5855869094533083,0.5855869094533083,0.5855869094533083,0.528154236995967,0.4707215645386257,0.4707215645386257	-0.8449104319642936,-0.07681003926948124,-0.04855807080254561,-0.03948179588618195,-0.16248277537774877,-0.2346973422123038,-0.047466878200241217,-0.11417708540058022,-0.4693946844246076,-0.019115620632676328,-0.4224552159821468,-0.12801673211580206,-0.021664370050366505,-0.012801673211580206,-0.015881775036922813,-0.07543843142538335,-0.10832185025183251,-0.1173486711061519,-0.01624827753777488,-0.053475343795208456,-0.08283435607493075,-0.02386752632667496,-0.033796417278571744,-0.047466878200241217,-0.052154964936067506,-0.029134842481527368,-0.018209276550954605
chr5	58388389	58391388	1.066101555513335,-4.496250729167626,7.874048281413928	1.0481165525966645,1.043620301867497,1.043620301867497,1.0481165525966645,1.0391240511383293,1.030131549679994,1.030131549679994,1.030131549679994,1.0346278004091618,1.0346278004091618,1.030131549679994,1.030131549679994,1.0391240511383293,1.0346278004091618,1.030131549679994,1.0346278004091618,1.0346278004091618,1.0346278004091618,1.0346278004091618,1.0346278004091618	0.0620003801686136,0.04830704467125109,0.03267239950794161,0.03137071028451764,0.03063832016114369,0.07290785445753636,0.6056960216472252,0.04374471267452182,0.34234992527886643,0.08748942534904364,0.11752310867781982,0.023023532986590434,0.040587877739247054,0.04473891068985186,0.031878737981432904,3.937024140706964,0.2624682760471309,0.29163141783014546,0.052845961620227706
chr5	58391389	58394388	1.5747167606167387,-84.02341409654755,9.142311358396942	0.9865528619409059,1.0705762760374533,1.0705762760374533,0.9865528619409059,0.9865528619409059,0.7344826196512632,0.9025294478443583,0.9865528619409059,0.8185060337478107,0.8185060337478107,0.9025294478443583,0.9025294478443583,0.9865528619409059,0.9865528619409059,1.0705762760374533,0.9865528619409059,0.9865528619409059,0.9025294478443583,0.8185060337478107,0.7344826196512632,0.7344826196512632,0.9025294478443583,0.9025294478443583	0.09051793424155388,0.2949132696257078,0.1474566348128539,0.14987395669503184,0.03762268048723021,0.06393224726151707,0.06438247435490804,0.055407947626648135,0.39749179819117136,0.16325555997137395,0.04063249492620863,0.2470894961728903,0.36569245433587766,0.0358522014054782,0.020271200351212732,0.7032547198766879,0.09937294954779284,0.1075566042164346,0.07949835963823428,0.05409651691359137,0.21261189205574282,0.3265111199427479
chr7	140775214	140778213	1.5710801093730984,34.15637521746725,-17.60316974601437	1.9809566119827053,2.0151129872001725,2.0151129872001725,2.0151129872001725,1.9809566119827053,1.9809566119827053,1.9809566119827053,1.912643861547771,1.912643861547771,1.8784874863303036,1.6735492350255001,1.7760183606779019,1.7760183606779019,1.810174735895369,1.810174735895369,1.810174735895369,1.7418619854604347,1.7418619854604347	-0.12755920105807514,-0.24793196825372352,-0.2023352844369468,-0.45136332682088126,-1.1735446497342914,-1.9559077495571522,-0.2200396218251796,-0.5334293862428597,-0.2200396218251796,-0.023377383460842456,-0.048627540734846326,-0.502947707028982,-0.11974945405451952,-0.4000720396821448,-0.38267760317422544,-0.054668229024889346,-0.20709611465899258
