chr3	49352623	49352956	0.1185	0.007936507936507936	0.02002801120448179
chr3	49352956	49353290	0.0363	0.007936507936507936	0.02002801120448179
chr3	49353290	49353624	0.1996	0.003968253968253968	0.02002801120448179
chr3	49353624	49353957	0.7	0.007936507936507936	0.02002801120448179
chr3	49353957	49354290	0.6693	0.007936507936507936	0.02002801120448179
chr3	49354290	49354623	0.5458	0.007936507936507936	0.02002801120448179
chr3	49354623	49354956	0.4614	0.007936507936507936	0.02002801120448179
chr3	49354956	49355289	0.1954	0.007936507936507936	0.02002801120448179
chr3	49355289	49355622	0.1033	0.007936507936507936	0.02002801120448179
chr3	49364623	49364932	0.3617	0.873015873015873	0.8959899749373434
chr3	49364932	49365242	0.3115	0.9404761904761905	0.9493277310924371
chr3	49365242	49365551	0.5134	0.753968253968254	0.7966807412620222
chr3	49365551	49365860	0.3091	0.9682539682539683	0.9727891156462585
chr3	49365860	49366169	0.2406	0.9682539682539683	0.9727891156462585
chr3	49361623	49361956	0.0116	0.007936507936507936	0.02002801120448179
chr3	49361956	49362290	0.0146	0.05555555555555555	0.0906210392902408
chr3	49362290	49362624	0.0115	0.015873015873015872	0.03613544474393531
chr3	49362624	49362957	0.0137	0.007936507936507936	0.02002801120448179
chr3	49362957	49363290	0.0211	0.007936507936507936	0.02002801120448179
chr3	49363290	49363623	0.0241	0.007936507936507936	0.02002801120448179
chr3	49363623	49363956	0.0432	0.003968253968253968	0.02002801120448179
chr3	49363956	49364289	0.0348	0.007936507936507936	0.02002801120448179
chr3	49364289	49364622	0.0337	0.007936507936507936	0.02002801120448179
chr3	49358623	49358956	0.0158	0.007936507936507936	0.02002801120448179
chr3	49358956	49359290	0.0008	0.007936507936507936	0.02002801120448179
chr3	49359290	49359624	0.0128	0.007936507936507936	0.02002801120448179
chr3	49359624	49359957	0.0083	0.007936507936507936	0.02002801120448179
chr3	49359957	49360290	0.0078	0.007936507936507936	0.02002801120448179
chr3	49360290	49360623	0.0058	0.007936507936507936	0.02002801120448179
chr3	49360623	49360956	0.0051	0.007936507936507936	0.02002801120448179
chr3	49360956	49361289	0.0111	0.007936507936507936	0.02002801120448179
chr3	49361289	49361622	0.0253	0.007936507936507936	0.02002801120448179
chr3	49355623	49355956	0.031	0.21428571428571427	0.2703781512605042
chr3	49355956	49356290	0.0525	0.08333333333333333	0.12767857142857142
chr3	49356290	49356624	0.0493	0.38095238095238093	0.43697478991596633
chr3	49356624	49356957	0.0672	0.1349206349206349	0.18492317054617372
chr3	49356957	49357290	0.2388	0.047619047619047616	0.08042744656917886
chr3	49357290	49357623	0.3304	0.015873015873015872	0.03613544474393531
chr3	49357623	49357956	0.3578	0.007936507936507936	0.02002801120448179
