hg38_dna	21027	21027	0.03171613192286893
hg38_dna	21087	21087	0.03229787108822002
hg38_dna	21217	21217	0.032105895021266484
hg38_dna	21417	21417	0.03170151319168468
hg38_dna	21770	21770	0.028584735421226082
hg38_dna	21873	21873	0.028147987297745924
hg38_dna	21949	21949	0.035471149912224664
hg38_dna	21965	21965	0.05305158681912081
hg38_dna	21968	21968	0.053193382743349726
hg38_dna	21987	21987	0.04282226073883022
hg38_dna	21995	21995	0.04131725831311961
hg38_dna	22011	22011	0.032722149333728634
hg38_dna	22114	22114	0.0264226137565986
hg38_dna	22206	22206	0.02556414254708761
hg38_dna	22256	22256	0.0264259581370494
hg38_dna	22297	22297	0.027856574625577668
hg38_dna	22327	22327	0.026847853506880792
hg38_dna	22504	22504	0.029679294549994406
hg38_dna	22548	22548	0.029929305699348152
hg38_dna	22602	22602	0.029815691289466262
hg38_dna	22648	22648	0.028694090225870994
hg38_dna	22690	22690	0.026866007007332993
hg38_dna	22928	22928	0.026943855802267436
hg38_dna	23005	23005	0.032107363553689705
hg38_dna	23017	23017	0.03273655316722923
hg38_dna	23128	23128	0.04297777670353309
hg38_dna	23134	23134	0.04810462431318907
hg38_dna	23142	23142	0.04212702920297495
hg38_dna	23170	23170	0.03300389076513399
hg38_dna	23238	23238	0.031116650937924373
hg38_dna	23323	23323	0.030897198999976894
hg38_dna	23400	23400	0.030144638251394795
hg38_dna	23922	23922	0.023743964555033248
hg38_dna	24023	24023	-0.03374634730366055
hg38_dna	24045	24045	-0.033864646826822
hg38_dna	24137	24137	-0.03319907620118867
hg38_dna	24229	24229	-0.034509456909829206
hg38_dna	24237	24237	-0.0358244469375979
hg38_dna	24245	24245	-0.037189847102896634
hg38_dna	24249	24249	-0.036531191091031756
hg38_dna	24267	24267	-0.03915294277956294
hg38_dna	24269	24269	-0.03901874291839302
hg38_dna	24292	24292	-0.03524792827997936
hg38_dna	24298	24298	-0.03566845647487371
hg38_dna	24309	24309	-0.03414380759449909
hg38_dna	24351	24351	-0.03592619503107919
hg38_dna	24355	24355	-0.03694803465747931
hg38_dna	24363	24363	-0.034649043738689045
hg38_dna	24395	24395	-0.034552444424808204
hg38_dna	24403	24403	-0.03460947316159402
hg38_dna	24430	24430	-0.03416716546322318
hg38_dna	24444	24444	-0.03400659836702835
hg38_dna	24488	24488	-0.03431182275389899
hg38_dna	24498	24498	-0.034161376456782744
hg38_dna	24613	24613	-0.034729258053681544
hg38_dna	24621	24621	-0.03470662156215121
hg38_dna	24773	24773	-0.03434821991674353
hg38_dna	25274	25274	-0.036036392455583544
hg38_dna	25598	25598	-0.03591444541013544
hg38_dna	25867	25867	-0.03615231207962011
hg38_dna	25910	25910	-0.035712786706118216
hg38_dna	26245	26245	-0.033791537004391525
