chr3	49352875	49352875	0.9962318686738061
chr3	49353063	49353063	0.9918244016639326
chr3	49353096	49353096	0.9864453571189684
chr3	49353135	49353135	0.9925667478351281
chr3	49353308	49353308	0.9945442233000321
chr3	49353389	49353389	0.9908967404509026
chr3	49353427	49353427	0.9722190264624806
chr3	49353444	49353444	0.9260861443536061
chr3	49353459	49353459	0.951357469803896
chr3	49353483	49353483	0.9750460956453653
chr3	49353507	49353507	0.8135285730080399
chr3	49353515	49353515	0.8828738653346964
chr3	49353559	49353559	0.9797298323802077
chr3	49353579	49353579	0.9607768198699738
chr3	49353600	49353600	0.9874231418810817
chr3	49353647	49353647	-0.08830932730418883
chr3	49353649	49353649	0.0897532771640761
chr3	49353721	49353721	0.9945934971758361
chr3	49353801	49353801	0.8992500782377113
chr3	49353809	49353809	0.8401064036277077
chr3	49353841	49353841	0.9892541987296486
chr3	49353849	49353849	-0.8701815476547421
chr3	49353852	49353852	0.882320051254184
chr3	49353950	49353950	0.9939775521491647
chr3	49354052	49354052	0.938338451341397
chr3	49354060	49354060	0.21779453270612947
chr3	49354068	49354068	0.6675006336979843
chr3	49354077	49354077	0.2816091021093059
chr3	49354084	49354084	0.6657009639090776
chr3	49354097	49354097	0.6746027114556612
chr3	49354105	49354105	0.7696023373171954
chr3	49354122	49354122	0.8069933465862063
chr3	49354129	49354129	-0.015407997834824716
chr3	49354137	49354137	0.8985161839638414
chr3	49354161	49354161	0.9729257143361609
chr3	49354185	49354185	0.9704956803598379
chr3	49354193	49354193	-0.7148548064324354
chr3	49354197	49354197	0.8092852632330212
chr3	49354228	49354228	0.983466979262448
chr3	49354259	49354259	0.9623038288602399
chr3	49354273	49354273	0.5786979215717487
chr3	49354280	49354280	0.5560856638268277
chr3	49354284	49354284	-0.5371587109019722
chr3	49354289	49354289	0.8204500302884772
chr3	49354317	49354317	0.9556628358017085
chr3	49354327	49354327	-0.07633826885380746
chr3	49354333	49354333	0.8872100225442039
chr3	49354473	49354473	0.9950966658026914
chr3	49354694	49354694	0.9913565399713304
chr3	49354724	49354724	0.8562184399033206
chr3	49354732	49354732	0.7319629807201933
chr3	49354749	49354749	0.9836705719772958
chr3	49354809	49354809	0.33203938260256116
chr3	49354813	49354813	0.18190613476912754
chr3	49354853	49354853	0.9807699568267805
chr3	49354870	49354870	0.9753071632707315
chr3	49354917	49354917	0.9899677902949824
chr3	49354954	49354954	0.6860180877333031
chr3	49354960	49354960	0.8012198041139387
chr3	49355078	49355078	0.9939770751665824
chr3	49355141	49355141	0.9610607443915975
chr3	49355153	49355153	0.9645737142357254
chr3	49355236	49355236	0.9940722435865883
chr3	49355331	49355331	0.9955664937298399
